store_uid,uuid,short_name,store_name,store_desc,store_add1,store_add2,store_city,store_state,store_zip,store_address_full,Latitude,Longitude,rand_uuid
23233_bfc98d69_containerstore_richmond,bfc98d69,containerstore,Container Store,Richmond,11732 W Broad St,Suite PP1B,Richmond,VA,23233,"11732 W Broad St Richmond, VA 23233",37.6536924,-77.6150483,8daa3609
27612_e4d00446_containerstore_raleigh,e4d00446,containerstore,Container Store,Raleigh,4601 Creedmoor Rd,Suite 100,Raleigh,NC,27612,"4601 Creedmoor Rd Raleigh, NC 27612",35.8449333,-78.6808242,5f47c76b
15237_638ff95c_containerstore_pittsburgh,638ff95c,containerstore,Container Store,Pittsburgh,8033 McKnight Road,,Pittsburgh,PA,15237,"8033 McKnight Road Pittsburgh, PA 15237",40.5526313,-80.0212657,7bb3da6e
33410_3b3cb97a_containerstore_palm_beach_gardens,3b3cb97a,containerstore,Container Store,Palm Beach Gardens,11201 Legacy Ave,,Palm Beach Gardens,FL,33410,"11201 Legacy Ave Palm Beach Gardens, FL 33410",26.8400154,-80.0932123,9c8e7cd2
33431_b7981215_containerstore_boca_raton,b7981215,containerstore,Container Store,Boca Raton,6000 Glades Road,Suite 1002,Boca Raton,FL,33431,"6000 Glades Road Boca Raton, FL 33431",26.3652588,-80.1327395,da7b3302
33009_9a18f239_containerstore_hallandale_beach,9a18f239,containerstore,Container Store,Hallandale Beach,500 Seabiscuit Trail,Suite 1005,Hallandale Beach,FL,33009,"500 Seabiscuit Trail Hallandale Beach, FL 33009",25.979591,-80.1406395,d3e3b244
33156_ae9597e1_containerstore_miami,ae9597e1,containerstore,Container Store,Miami,7200 N. Kendall Drive,,Miami,FL,33156,"7200 N. Kendall Drive Miami, FL 33156",25.6878245,-80.3109519,8a0496b5
28209_1aed736b_containerstore_charlotte,1aed736b,containerstore,Container Store,Charlotte,4345 Barclay Downs Dr,,Charlotte,NC,28209,"4345 Barclay Downs Dr Charlotte, NC 28209",35.1524675,-80.8338864,7604cbc5
32839_7d91464a_containerstore_orlando,7d91464a,containerstore,Container Store,Orlando,4088 Millenia Blvd,,Orlando,FL,32839,"4088 Millenia Blvd Orlando, FL 32839",28.4895673,-81.4283705,c86316cb
44122_e9b5e7ea_containerstore_beachwood,e9b5e7ea,containerstore,Container Store,Beachwood,2101 Richmond Rd,,Beachwood,OH,44122,"2101 Richmond Rd Beachwood, OH 44122",41.5005845,-81.4965224,10bf8485
33607_03934418_containerstore_tampa,03934418,containerstore,Container Store,Tampa,4720 W. Spruce Street,,Tampa,FL,33607,"4720 W. Spruce Street Tampa, FL 33607",27.9591327,-82.5254327,5b44f035
43219_0a7989e6_containerstore_columbus,0a7989e6,containerstore,Container Store,Columbus,4184 Easton Gateway Drive,,Columbus,OH,43219,"4184 Easton Gateway Drive Columbus, OH 43219",40.0567197,-82.9070389,796dfdc3
48083_463c20dc_containerstore_troy,463c20dc,containerstore,Container Store,Troy,805 E Big Beaver Rd,,Troy,MI,48083,"805 E Big Beaver Rd Troy, MI 48083",42.564155,-83.132021,e4da4a72
48377_f3176cb6_containerstore_novi,f3176cb6,containerstore,Container Store,Novi,43525 W. Oaks Dr,,Novi,MI,48377,"43525 W. Oaks Dr Novi, MI 48377",42.4900222,-83.4778577,fe95cc06
30009_9fcf812e_containerstore_alpharetta,9fcf812e,containerstore,Container Store,Alpharetta,2740 Old Milton Pkwy,,Alpharetta,GA,30009,"2740 Old Milton Pkwy Alpharetta, GA 30009",34.0695128,-84.2793962,fc23f981
30346_1a5ef840_containerstore_atlanta,1a5ef840,containerstore,Container Store,Atlanta,120 Perimeter Center West,Suite 100,Atlanta,GA,30346,"120 Perimeter Center West Atlanta, GA 30346",33.9260802,-84.3432297,0750dbdd
30319_d4687d86_containerstore_atlanta,d4687d86,containerstore,Container Store,Atlanta,3637 Peachtree Road,Suite C,Atlanta,GA,30319,"3637 Peachtree Road Atlanta, GA 30319",33.8534573,-84.3585195,275f3ab8
45236_c98e66ca_containerstore_cincinnati,c98e66ca,containerstore,Container Store,Cincinnati,5901 East Galbraith Road,Suite 130,Cincinnati,OH,45236,"5901 East Galbraith Road Cincinnati, OH 45236",39.2043025,-84.3736758,4a403e16
46250_faf2390c_containerstore_indianapolis,faf2390c,containerstore,Container Store,Indianapolis,4120 E. 82nd St,,Indianapolis,IN,46250,"4120 E. 82nd St Indianapolis, IN 46250",39.9078048,-86.094833,d91e9565
37215_80cc362d_containerstore_nashville,80cc362d,containerstore,Container Store,Nashville,2121 Green Hills Village Dr,,Nashville,TN,37215,"2121 Green Hills Village Dr Nashville, TN 37215",36.1074305,-86.8146594,1936335a
60605_9dcc30dc_containerstore_chicago,9dcc30dc,containerstore,Container Store,Chicago,150 W. Roosevelt Rd,,Chicago,IL,60605,"150 W. Roosevelt Rd Chicago, IL 60605",41.8688836,-87.6322919,0cef6359
60642_96072811_containerstore_chicago,96072811,containerstore,Container Store,Chicago,908 West North Avenue,,Chicago,IL,60642,"908 West North Avenue Chicago, IL 60642",41.9110445,-87.652379,53c605fa
60062_a338a750_containerstore_northbrook,a338a750,containerstore,Container Store,Northbrook,101 Skokie Blvd.,,Northbrook,IL,60062,"101 Skokie Blvd. Northbrook, IL 60062",42.1511247,-87.7990031,ca6ea6c0
60523_eb8b664c_containerstore_oak_brook,eb8b664c,containerstore,Container Store,Oak Brook,610 Oakbrook Center,,Oak Brook,IL,60523,"610 Oakbrook Center Oak Brook, IL 60523",41.8500234,-87.9516302,6ebd8c34
60173_327de4c6_containerstore_schaumburg,327de4c6,containerstore,Container Store,Schaumburg,1460 East Golf Road,,Schaumburg,IL,60173,"1460 East Golf Road Schaumburg, IL 60173",42.0527287,-88.0422691,54a72920
53226_f7b9416d_containerstore_wauwatosa,f7b9416d,containerstore,Container Store,Wauwatosa,10400 W. North Avenue,,Wauwatosa,WI,53226,"10400 W. North Avenue Wauwatosa, WI 53226",43.0606994,-88.0429567,ba756222
38138_56785f0f_containerstore_germantown,56785f0f,containerstore,Container Store,Germantown,2130 Exeter Rd,Suite 103,Germantown,TN,38138,"2130 Exeter Rd Germantown, TN 38138",35.0907799,-89.8011737,fabe15de
63144_da8cd370_containerstore_st_louis,da8cd370,containerstore,Container Store,St. Louis,1769 S. Brentwood Blvd.,,St. Louis,MO,63144,"1769 S. Brentwood Blvd. St. Louis, MO 63144",38.625839,-90.3478468,1b22300d
72205_086a4303_containerstore_little_rock,086a4303,containerstore,Container Store,Little Rock,209 North University Avenue,Suite 100,Little Rock,AR,72205,"209 North University Avenue Little Rock, AR 72205",34.7525889,-92.3389363,ad928397
55435_322eb205_containerstore_edina,322eb205,containerstore,Container Store,Edina,3825 Gallagher Drive,,Edina,MN,55435,"3825 Gallagher Drive Edina, MN 55435",44.8704253,-93.3273628,be22945c
50266_10bc3b01_containerstore_west_des_moines,10bc3b01,containerstore,Container Store,West Des Moines,5901 Mills Civic Pkwy,#4500,West Des Moines,IA,50266,"5901 Mills Civic Pkwy West Des Moines, IA 50266",41.5602683,-93.7879611,af47a16b
66209_be5d20d4_containerstore_overland_park,be5d20d4,containerstore,Container Store,Overland Park,4701 W. 119th St,,Overland Park,KS,66209,"4701 W. 119th St Overland Park, KS 66209",38.9124478,-94.6403132,d2ea8043
77546_c2d789af_containerstore_friendswood,c2d789af,containerstore,Container Store,Friendswood,18760 Gulf Freeway,,Friendswood,TX,77546,"18760 Gulf Freeway Friendswood, TX 77546",29.5469552,-95.1511601,dcf87904
77380_cbafc6ff_containerstore_the_woodlands,cbafc6ff,containerstore,Container Store,The Woodlands,1455 Lake Woodlands Drive,,The Woodlands,TX,77380,"1455 Lake Woodlands Drive The Woodlands, TX 77380",30.1672233,-95.4560763,d6e61f9d
77056_142bb25e_containerstore_houston,142bb25e,containerstore,Container Store,Houston,2511 Post Oak Blvd.,,Houston,TX,77056,"2511 Post Oak Blvd. Houston, TX 77056",29.7415881,-95.4600071,634f80e6
77069_278b8655_containerstore_houston,278b8655,containerstore,Container Store,Houston,5466 FM 1960 West,,Houston,TX,77069,"5466 FM 1960 West Houston, TX 77069",29.9816408,-95.5130995,d6bb9c5c
68114_a517cb43_containerstore_omaha,a517cb43,containerstore,Container Store,Omaha,10000 California St,Suite 2675,Omaha,NE,68114,"10000 California St Omaha, NE 68114",41.2668792,-96.0682503,c3ab67b3
75069_b1d69e36_containerstore_fairview,b1d69e36,containerstore,Container Store,Fairview,151 East Stacy Road,,Fairview,TX,75069,"151 East Stacy Road Fairview, TX 75069",33.1310132,-96.6532832,f5f455ab
75225_b91c628c_containerstore_dallas,b91c628c,containerstore,Container Store,Dallas,7700 West Northwest Highway,,Dallas,TX,75225,"7700 West Northwest Highway Dallas, TX 75225",32.8643045,-96.7745361,3c1dd824
75024_7ebae8f5_containerstore_plano,7ebae8f5,containerstore,Container Store,Plano,8460 Parkwood Blvd.,,Plano,TX,75024,"8460 Parkwood Blvd. Plano, TX 75024",33.0920532,-96.8124084,3d8b592e
75240_d60b57f0_containerstore_dallas,d60b57f0,containerstore,Container Store,Dallas,13710 Dallas Parkway,Suite B,Dallas,TX,75240,"13710 Dallas Parkway Dallas, TX 75240",32.9340419,-96.8206918,302820a6
76018_ad0404ab_containerstore_arlington,ad0404ab,containerstore,Container Store,Arlington,4000 Arlington Highlands Blvd,Suite 101,Arlington,TX,76018,"4000 Arlington Highlands Blvd Arlington, TX 76018",32.679932,-97.109798,db683716
76092_e2d943f5_containerstore_southlake,e2d943f5,containerstore,Container Store,Southlake,1200 Main Street,,Southlake,TX,76092,"1200 Main Street Southlake, TX 76092",32.9429858,-97.133406,95e4f896
76107_3101e877_containerstore_fort_worth,3101e877,containerstore,Container Store,Fort Worth,4601 West Freeway,Suite 500,Fort Worth,TX,76107,"4601 West Freeway Fort Worth, TX 76107",32.7316189,-97.389055,adaa85e6
73112_5471959b_containerstore_oklahoma_city,5471959b,containerstore,Container Store,Oklahoma City,5644 N. Pennsylvania Ave.,,Oklahoma City,OK,73112,"5644 N. Pennsylvania Ave. Oklahoma City, OK 73112",35.5279001,-97.546981,9a8dd2d9
78759_ba44b352_containerstore_austin,ba44b352,containerstore,Container Store,Austin,9629 Research Blvd.,,Austin,TX,78759,"9629 Research Blvd. Austin, TX 78759",30.3896356,-97.7434527,ce1ba110
78216_5dc1799d_containerstore_san_antonio,5dc1799d,containerstore,Container Store,San Antonio,333 NW Loop 410,,San Antonio,TX,78216,"333 NW Loop 410 San Antonio, TX 78216",29.522611,-98.498396,4d3d753f
80920_1df808bb_containerstore_colorado_springs,1df808bb,containerstore,Container Store,Colorado Springs,1925 Briargate Pkwy,Ste. 611,Colorado Springs,CO,80920,"1925 Briargate Pkwy Colorado Springs, CO 80920",38.9639775,-104.7922973,4961844e
80124_91182978_containerstore_lone_tree,91182978,containerstore,Container Store,Lone Tree,8687 Park Meadows Center Drive,,Lone Tree,CO,80124,"8687 Park Meadows Center Drive Lone Tree, CO 80124",39.5594483,-104.8777068,beb8c51f
80206_64f5be30_containerstore_denver,64f5be30,containerstore,Container Store,Denver,3110 E. First Ave,Suite 2010,Denver,CO,80206,"3110 E. First Ave Denver, CO 80206",39.7173062,-104.951206,cbe6cb3e
80021_9fed7268_containerstore_broomfield,9fed7268,containerstore,Container Store,Broomfield,51 W. FlatIron Crossing Dr.,#ANC02,Broomfield,CO,80021,"51 W. FlatIron Crossing Dr. Broomfield, CO 80021",39.9312215,-105.1320537,74220300
87110_c61e5845_containerstore_albuquerque,c61e5845,containerstore,Container Store,Albuquerque,6600 Menaul Blvd,,Albuquerque,NM,87110,"6600 Menaul Blvd Albuquerque, NM 87110",35.105509,-106.5693718,b1192edc
85705_edfb4511_containerstore_tucson,edfb4511,containerstore,Container Store,Tucson,4500 N. Oracle Rd,,Tucson,AZ,85705,"4500 N. Oracle Rd Tucson, AZ 85705",32.2885001,-110.9741348,8809e0be
84107_58bea564_containerstore_murray,58bea564,containerstore,Container Store,Murray,6191 S. State St,Suite 400,Murray,UT,84107,"6191 S. State St Murray, UT 84107",40.6361941,-111.8878794,f9e116c9
85054_5342ca60_containerstore_phoenix,5342ca60,containerstore,Container Store,Phoenix,18550 North Scottsdale Road,,Phoenix,AZ,85054,"18550 North Scottsdale Road Phoenix, AZ 85054",33.6537229,-111.9266318,54952df7
85016_b6f379d3_containerstore_phoenix,b6f379d3,containerstore,Container Store,Phoenix,4949 N. 20th Street,,Phoenix,AZ,85016,"4949 N. 20th Street Phoenix, AZ 85016",33.5082377,-112.0385548,824a0db9
85308_64040768_containerstore_glendale,64040768,containerstore,Container Store,Glendale,7580 W. Bell Rd,,Glendale,AZ,85308,"7580 W. Bell Rd Glendale, AZ 85308",33.6398132,-112.2223196,e9a50b4a
89119_db2c2e46_containerstore_las_vegas,db2c2e46,containerstore,Container Store,Las Vegas,6521 Las Vegas Blvd South,C-103,Las Vegas,NV,89119,"6521 Las Vegas Blvd South Las Vegas, NV 89119",36.0702638,-115.1721595,b57d2e0f
92108_675d825e_containerstore_san_diego,675d825e,containerstore,Container Store,San Diego,7097 Friars Road,,San Diego,CA,92108,"7097 Friars Road San Diego, CA 92108",32.769873,-117.1625497,fe5ad8d9
92626_e86fbc3b_containerstore_costa_mesa,e86fbc3b,containerstore,Container Store,Costa Mesa,901-G South Coast Drive,,Costa Mesa,CA,92626,"901-G South Coast Drive Costa Mesa, CA 92626",33.6889044,-117.8929081,a7abdf7d
91103_e53b85f3_containerstore_pasadena,e53b85f3,containerstore,Container Store,Pasadena,One East Union Street,,Pasadena,CA,91103,"One East Union Street Pasadena, CA 91103",34.1467959,-118.1476647,0d3052a2
90036_440e9988_containerstore_los_angeles,440e9988,containerstore,Container Store,Los Angeles,110 S. Fairfax Ave.,A-17,Los Angeles,CA,90036,"110 S. Fairfax Ave. Los Angeles, CA 90036",34.0736848,-118.3608362,289a7107
90245_cc708c54_containerstore_el_segundo,cc708c54,containerstore,Container Store,El Segundo,710 S Pacific Coast Hwy,,El Segundo,CA,90245,"710 S Pacific Coast Hwy El Segundo, CA 90245",33.8299711,-118.3848356,206f9265
90067_9d2ac09c_containerstore_los_angeles,9d2ac09c,containerstore,Container Store,Los Angeles,10250 Santa Monica Blvd.,Suite 218,Los Angeles,CA,90067,"10250 Santa Monica Blvd. Los Angeles, CA 90067",34.0590031,-118.418866,245f6d9f
93036_5bf4b554_containerstore_oxnard,5bf4b554,containerstore,Container Store,Oxnard,450 Town Center Drive,,Oxnard,CA,93036,"450 Town Center Drive Oxnard, CA 93036",34.2385178,-119.1767673,b95de68c
95825_7f9ae68b_containerstore_sacramento,7f9ae68b,containerstore,Container Store,Sacramento,2030 Arden Way,,Sacramento,CA,95825,"2030 Arden Way Sacramento, CA 95825",38.5957421,-121.4182069,abe5b4d8
95128_ed5595db_containerstore_san_jose,ed5595db,containerstore,Container Store,San Jose,3080 Stevens Creek Blvd.,Suite 1000,San Jose,CA,95128,"3080 Stevens Creek Blvd. San Jose, CA 95128",37.3231355,-121.9490732,9a27b607
94596_961f8c3c_containerstore_walnut_creek,961f8c3c,containerstore,Container Store,Walnut Creek,1100 Locust Street,,Walnut Creek,CA,94596,"1100 Locust Street Walnut Creek, CA 94596",37.8952236,-122.0605735,c10cb48d
94304_ca21ec52_containerstore_palo_alto,ca21ec52,containerstore,Container Store,Palo Alto,500 Stanford Shopping Center,,Palo Alto,CA,94304,"500 Stanford Shopping Center Palo Alto, CA 94304",37.4388322,-122.1726498,f0cae2d9
98004_3dee3d82_containerstore_bellevue,3dee3d82,containerstore,Container Store,Bellevue,700 Bellevue Way N.E.,Suite 120,Bellevue,WA,98004,"700 Bellevue Way N.E. Bellevue, WA 98004",47.6172049,-122.2013418,94235273
98188_e1c97989_containerstore_tukwila,e1c97989,containerstore,Container Store,Tukwila,2437 Southcenter Mall,,Tukwila,WA,98188,"2437 Southcenter Mall Tukwila, WA 98188",47.4588849,-122.257964,03205f16
94103_10a5081e_containerstore_san_francisco,10a5081e,containerstore,Container Store,San Francisco,26 Fourth Street,,San Francisco,CA,94103,"26 Fourth Street San Francisco, CA 94103",37.7846195,-122.4055789,272f5989
94925_785c7182_containerstore_corte_madera,785c7182,containerstore,Container Store,Corte Madera,219 Corte Madera Town Center,,Corte Madera,CA,94925,"219 Corte Madera Town Center Corte Madera, CA 94925",37.9285403,-122.5170309,90fcea62
97224_a5d84fdd_containerstore_tigard,a5d84fdd,containerstore,Container Store,Tigard,7417 SW Bridgeport Road,,Tigard,OR,97224,"7417 SW Bridgeport Road Tigard, OR 97224",45.3957385,-122.7536101,403c8493
02072_95b6301d_ikea_stoughton,95b6301d,ikea,IKEA,Stoughton,One IKEA Way,,Stoughton,MA,02072,"One IKEA Way Stoughton, MA 02072",42.1371268,-71.0684562,646c2a69
06511_55f8f7f1_ikea_new_haven,55f8f7f1,ikea,IKEA,New Haven,450 Sargent Drive,,New Haven,CT,06511,"450 Sargent Drive New Haven, CT 06511",41.2958017,-72.9200335,840b7101
11801_c8dcfd18_ikea_long_island,c8dcfd18,ikea,IKEA,Long Island,1100 Broadway Mall,,Hicksville,NY,11801,"1100 Broadway Mall Hicksville, NY 11801",40.7748383,-73.5310569,288891bf
11374_0f783fe4_ikea_queens,0f783fe4,ikea,IKEA,Queens,96-05 Queens Blvd,,Queens,NY,11374,"96-05 Queens Blvd Queens, NY 11374",40.731424,-73.8618461,5f2a1723
11231_ef6e863d_ikea_brooklyn,ef6e863d,ikea,IKEA,Brooklyn,1 Beard Street,,Brooklyn,NY,11231,"1 Beard Street Brooklyn, NY 11231",40.672219,-74.0115416,80a5ca75
07652_31cd4c48_ikea_paramus,31cd4c48,ikea,IKEA,Paramus,100 IKEA Drive,,Paramus,NJ,07652,"100 IKEA Drive Paramus, NJ 07652",40.9245349,-74.0732861,c2049527
07201_ee8cbff0_ikea_elizabeth,ee8cbff0,ikea,IKEA,Elizabeth,1000 Center Drive,,Elizabeth,NJ,07201,"1000 Center Drive Elizabeth, NJ 07201",40.6751301,-74.1697393,52aa98f0
19148_69482fa0_ikea_south_philadelphia,69482fa0,ikea,IKEA,South Philadelphia,2206 S. Christopher Columbus Blvd,,Philadelphia,PA,19148,"2206 S. Christopher Columbus Blvd Philadelphia, PA 19148",39.9171256,-75.1417686,6e1664af
19428_01f275e2_ikea_conshohocken,01f275e2,ikea,IKEA,Conshohocken,400 Alan Wood Road,,Conshohocken,PA,19428,"400 Alan Wood Road Conshohocken, PA 19428",40.0943896,-75.3067793,53d2686f
23502_4377cca2_ikea_norfolk,4377cca2,ikea,IKEA,Norfolk,1500 IKEA Way,,Norfolk,VA,23502,"1500 IKEA Way Norfolk, VA 23502",36.8760812,-76.2013761,c4514c78
21236_594af003_ikea_baltimore,594af003,ikea,IKEA,Baltimore,8352 Honeygo Boulevard,,Baltimore,MD,21236,"8352 Honeygo Boulevard Baltimore, MD 21236",39.3753517,-76.4619125,a5ddf71c
20740_28adb344_ikea_college_park,28adb344,ikea,IKEA,College Park,10100 Baltimore Avenue,,College Park,MD,20740,"10100 Baltimore Avenue College Park, MD 20740",39.0206756,-76.928835,6050a509
22192_6404768a_ikea_woodbridge,6404768a,ikea,IKEA,Woodbridge,2900 Potomac Mills Circle,,Woodbridge,VA,22192,"2900 Potomac Mills Circle Woodbridge, VA 22192",38.6450421,-77.2898272,e73dd6fe
15205_19c3b0a3_ikea_pittsburgh,19c3b0a3,ikea,IKEA,Pittsburgh,2001 Park Manor Boulevard,,Pittsburgh,PA,15205,"2001 Park Manor Boulevard Pittsburgh, PA 15205",40.4517367,-80.1681502,d644c06f
33325_8e0e59ee_ikea_sunrise,8e0e59ee,ikea,IKEA,Sunrise,151 NW 136th Ave,,Sunrise,FL,33325,"151 NW 136th Ave Sunrise, FL 33325",26.122275,-80.33035,aa38b3c7
33172_18630354_ikea_miami,18630354,ikea,IKEA,Miami,1801 NW 117th Ave,,Sweetwater,FL,33172,"1801 NW 117th Ave Sweetwater, FL 33172",25.7914278,-80.3836105,3beb8c97
28262_4ba22ce6_ikea_charlotte,4ba22ce6,ikea,IKEA,Charlotte,8300 IKEA Boulevard,,Charlotte,NC,28262,"8300 IKEA Boulevard Charlotte, NC 28262",35.29331,-80.7650357,30ba95a6
32839_72ced137_ikea_orlando,72ced137,ikea,IKEA,Orlando,4092 Eastgate Dr,,Orlando,FL,32839,"4092 Eastgate Dr Orlando, FL 32839",28.4829579,-81.4266415,aca8c3a8
32256_7a6531c4_ikea_jacksonville,7a6531c4,ikea,IKEA,Jacksonville,7801 Gate Pkwy,,Jacksonville,FL,32256,"7801 Gate Pkwy Jacksonville, FL 32256",30.2374622,-81.5167824,5b999278
33605_b37fce17_ikea_tampa,b37fce17,ikea,IKEA,Tampa,1103 N. 22nd Street,,Tampa,FL,33605,"1103 N. 22nd Street Tampa, FL 33605",27.9542754,-82.4316019,37213a9f
43240_01f2d81a_ikea_columbus,01f2d81a,ikea,IKEA,Columbus,1900 IKEA Way,,Columbus,OH,43240,"1900 IKEA Way Columbus, OH 43240",40.1501367,-82.9667899,77efa21a
48187_89967228_ikea_canton,89967228,ikea,IKEA,Canton,41640 Ford Road,,Canton,MI,48187,"41640 Ford Road Canton, MI 48187",42.3252624,-83.4513499,ece22893
30363_6e054908_ikea_atlanta,6e054908,ikea,IKEA,Atlanta,441 16th Street,,Atlanta,GA,30363,"441 16th Street Atlanta, GA 30363",33.7888368,-84.4051193,72f08bc6
45069_f7b33192_ikea_west_chester,f7b33192,ikea,IKEA,West Chester,9500 IKEA Way,,West Chester,OH,45069,"9500 IKEA Way West Chester, OH 45069",39.3154678,-84.4339977,8bd6766e
46037_3a3ccf21_ikea_fishers,3a3ccf21,ikea,IKEA,Fishers,11400 IKEA Way,,Fishers,IN,46037,"11400 IKEA Way Fishers, IN 46037",39.9534162,-86.0073736,a79e1bb0
53154_3a773c6e_ikea_oak_creek,3a773c6e,ikea,IKEA,Oak Creek,7500 S. IKEA Way,,Oak Creek,WI,53154,"7500 S. IKEA Way Oak Creek, WI 53154",42.9076915,-87.9386886,2ad968a5
60173_362b13c8_ikea_schaumburg,362b13c8,ikea,IKEA,Schaumburg,1800 East McConner Parkway,,Schaumburg,IL,60173,"1800 East McConner Parkway Schaumburg, IL 60173",42.0566646,-88.0365045,112c19c9
60440_6ebb61ab_ikea_bolingbrook,6ebb61ab,ikea,IKEA,Bolingbrook,750 E. Boughton,,Bolingbrook,IL,60440,"750 E. Boughton Bolingbrook, IL 60440",41.7280902,-88.037837,c7d73f96
38016_79c45bd2_ikea_memphis,79c45bd2,ikea,IKEA,Memphis,7900 IKEA Way,,Memphis,TN,38016,"7900 IKEA Way Memphis, TN 38016",35.1902921,-89.7986837,0408b4f5
63108_1f8197c4_ikea_st_louis,1f8197c4,ikea,IKEA,St. Louis,1 IKEA Way,,St. Louis,MO,63108,"1 IKEA Way St. Louis, MO 63108",38.6335827,-90.2449962,b3e1991b
55425_e988aec5_ikea_twin_cities,e988aec5,ikea,IKEA,Twin Cities,8000 IKEA Way,,Bloomington,MN,55425,"8000 IKEA Way Bloomington, MN 55425",44.8586403,-93.2448492,6d95512b
